interaction_id,customer_id,interaction_date,channel,reason,resolution_hours,satisfaction_score
IN00002548,CU00004750,2025-12-24,Email,Digital help,29.86,5
IN00002549,CU00002809,2026-06-15,Chat,Complaint,13.4,4
IN00002550,CU00004486,2025-06-05,Email,Card issue,6.93,2
IN00002551,CU00000229,2025-07-18,Email,Loan enquiry,44.7,4
IN00002552,CU00002985,2025-03-11,Email,Loan enquiry,24.48,2
IN00002553,CU00002462,2024-12-01,Call Centre,Loan enquiry,7.84,5
IN00002554,CU00001645,2025-11-10,Call Centre,Service request,19.83,4
IN00002555,CU00003258,2025-07-21,Call Centre,KYC,5.4,2
IN00002556,CU00001538,2025-08-05,Chat,Digital help,18.32,5
IN00002557,CU00001374,2025-10-22,App,Digital help,13.01,4
IN00002558,CU00002774,2025-06-21,Branch,Digital help,11.11,4
IN00002559,CU00000359,2026-08-12,Chat,Complaint,12.96,4
IN00002560,CU00004471,2026-07-20,Chat,Service request,14.11,5
IN00002561,CU00001411,2024-09-12,Call Centre,Digital help,14.67,5
IN00002562,CU00001771,2025-10-29,Call Centre,Card issue,24.0,5
IN00002563,CU00003033,2024-11-13,App,Loan enquiry,22.68,5
IN00002564,CU00001689,2025-11-26,Chat,KYC,15.24,5
IN00002565,CU00000089,2025-01-05,Email,KYC,30.64,4
IN00002566,CU00003752,2025-03-25,Call Centre,Digital help,8.23,5
IN00002567,CU00001882,2025-08-20,Call Centre,Digital help,13.68,4
IN00002568,CU00001701,2024-11-16,Call Centre,KYC,20.37,4
IN00002569,CU00004840,2026-08-23,Branch,Card issue,9.89,3
IN00002570,CU00004117,2025-05-07,App,Loan enquiry,4.34,5
IN00002571,CU00002508,2026-08-28,Call Centre,Digital help,4.75,3
IN00002572,CU00000765,2025-10-04,Email,Complaint,10.43,5
IN00002573,CU00000166,2025-03-06,Email,Loan enquiry,13.91,4
IN00002574,CU00001505,2026-07-08,Email,Loan enquiry,4.13,4
IN00002575,CU00004267,2025-10-09,App,Digital help,37.66,5
IN00002576,CU00002987,2026-03-16,App,Card issue,10.25,5
IN00002577,CU00003606,2025-01-18,Branch,Loan enquiry,45.48,5
IN00002578,CU00004317,2025-09-04,App,Complaint,15.22,4
IN00002579,CU00004785,2024-11-12,Email,Digital help,10.66,4
IN00002580,CU00001606,2025-03-20,App,Digital help,12.14,4
IN00002581,CU00001187,2025-11-13,Email,Card issue,19.06,5
IN00002582,CU00001484,2026-07-07,App,Loan enquiry,62.4,3
IN00002583,CU00002557,2024-12-25,Call Centre,Loan enquiry,27.47,5
IN00002584,CU00000518,2026-03-03,App,Digital help,8.76,3
IN00002585,CU00001112,2025-05-08,Call Centre,Digital help,33.26,4
IN00002586,CU00004070,2025-02-24,Chat,Service request,13.68,3
IN00002587,CU00004176,2024-10-12,Email,Digital help,11.2,3
IN00002588,CU00003247,2026-07-22,Chat,Digital help,17.74,4
IN00002589,CU00004595,2025-04-30,Email,Service request,2.21,5
IN00002590,CU00002825,2026-01-14,Chat,Loan enquiry,9.92,4
IN00002591,CU00003197,2025-01-26,App,Card issue,13.99,2
IN00002592,CU00001691,2026-02-11,Chat,Complaint,3.96,3
IN00002593,CU00003715,2026-07-15,Call Centre,Service request,10.04,2
IN00002594,CU00003303,2025-07-14,Chat,KYC,14.64,5
IN00002595,CU00003766,2025-06-01,Email,Service request,12.15,5
IN00002596,CU00003408,2026-06-05,Email,Service request,31.97,5
IN00002597,CU00002486,2024-09-07,App,KYC,32.62,4
IN00002598,CU00001952,2025-07-18,Chat,Loan enquiry,37.29,5
IN00002599,CU00003607,2024-11-20,App,Complaint,11.06,5
IN00002600,CU00001989,2026-04-15,Call Centre,Complaint,19.32,4
IN00002601,CU00000645,2024-10-03,Call Centre,Loan enquiry,10.9,4
IN00002602,CU00001869,2026-06-12,Chat,Digital help,28.07,3
IN00002603,CU00001217,2026-08-16,Email,Loan enquiry,6.09,3
IN00002604,CU00000245,2025-02-01,Call Centre,Card issue,12.95,4
IN00002605,CU00003059,2025-06-04,App,Service request,16.78,5
IN00002606,CU00003364,2025-09-10,Branch,Digital help,2.7,2
IN00002607,CU00004659,2026-05-12,Chat,Service request,1.19,3
IN00002608,CU00003223,2026-02-14,Chat,KYC,42.6,4
IN00002609,CU00003220,2025-02-05,Email,Service request,13.05,5
IN00002610,CU00003329,2026-04-06,App,Digital help,19.29,4
IN00002611,CU00003286,2025-04-13,App,Service request,9.42,5
IN00002612,CU00001423,2025-04-16,App,Service request,16.32,2
IN00002613,CU00001929,2025-03-25,App,Card issue,19.22,4
IN00002614,CU00004916,2025-07-31,Call Centre,Loan enquiry,17.4,5
IN00002615,CU00002406,2026-03-09,Branch,Service request,20.11,4
IN00002616,CU00000652,2025-07-05,Call Centre,Card issue,14.56,4
IN00002617,CU00002281,2026-08-09,Call Centre,Complaint,17.9,5
IN00002618,CU00004144,2026-04-30,Email,Digital help,23.34,2
IN00002619,CU00002733,2025-07-15,App,Digital help,12.18,4
IN00002620,CU00001695,2025-10-26,Branch,Digital help,24.72,4
IN00002621,CU00003799,2025-02-25,App,Digital help,38.2,4
IN00002622,CU00001298,2025-06-11,App,Card issue,39.12,3
IN00002623,CU00003880,2025-02-24,Call Centre,Loan enquiry,14.05,5
IN00002624,CU00003897,2025-01-18,Email,Loan enquiry,6.84,2
IN00002625,CU00003740,2025-02-06,Branch,Loan enquiry,11.28,3
IN00002626,CU00003858,2026-01-22,Email,Service request,6.66,3
IN00002627,CU00002049,2025-01-30,Call Centre,KYC,30.09,3
IN00002628,CU00001187,2026-08-21,App,Complaint,17.99,3
IN00002629,CU00002429,2024-12-28,Chat,Service request,24.82,1
IN00002630,CU00002714,2026-05-12,Chat,Card issue,57.87,5
IN00002631,CU00001320,2025-07-20,Email,Digital help,15.27,4
IN00002632,CU00000894,2026-04-17,App,Digital help,34.86,3
IN00002633,CU00003721,2024-11-22,Email,Complaint,8.11,2
IN00002634,CU00001323,2026-05-20,App,KYC,13.05,4
IN00002635,CU00001319,2025-09-24,Chat,Card issue,5.85,1
IN00002636,CU00003771,2026-02-07,App,Digital help,23.57,1
IN00002637,CU00001486,2025-10-19,Branch,Digital help,19.68,5
IN00002638,CU00002529,2024-10-05,Chat,KYC,59.64,4
IN00002639,CU00000691,2026-07-27,Branch,KYC,15.88,5
IN00002640,CU00004838,2026-02-03,Email,Loan enquiry,5.41,4
IN00002641,CU00001974,2026-03-08,Email,Loan enquiry,11.91,3
IN00002642,CU00002228,2025-06-04,Call Centre,Digital help,6.0,4
IN00002643,CU00003439,2025-09-09,App,Loan enquiry,25.95,4
IN00002644,CU00004869,2025-08-08,App,Card issue,35.76,5
IN00002645,CU00004214,2025-03-07,Call Centre,Complaint,11.97,3
IN00002646,CU00004040,2026-03-28,App,Loan enquiry,13.21,3
IN00002647,CU00002338,2025-09-24,Email,Service request,22.99,5
IN00002648,CU00002014,2026-04-30,Call Centre,Complaint,17.83,4
IN00002649,CU00000310,2025-12-04,Chat,Service request,19.31,5
IN00002650,CU00000006,2025-08-06,Call Centre,Loan enquiry,12.25,3
IN00002651,CU00002830,2025-10-16,App,Complaint,7.65,4
IN00002652,CU00000963,2024-12-22,Email,Loan enquiry,13.57,4
IN00002653,CU00000945,2024-09-03,App,Digital help,14.94,4
IN00002654,CU00000361,2025-03-14,Email,KYC,1.53,5
IN00002655,CU00004108,2026-07-22,Chat,Digital help,16.96,3
IN00002656,CU00000015,2025-11-16,App,Digital help,11.21,4
IN00002657,CU00001209,2025-05-12,Email,Service request,27.63,4
IN00002658,CU00002185,2025-04-11,Chat,Service request,23.49,5
IN00002659,CU00002538,2025-04-12,App,Card issue,11.94,2
IN00002660,CU00002190,2025-07-22,App,KYC,13.97,5
IN00002661,CU00002502,2025-04-04,Branch,Loan enquiry,12.73,5
IN00002662,CU00001862,2025-12-18,App,Service request,17.62,5
IN00002663,CU00004439,2025-03-29,Chat,Loan enquiry,4.35,5
IN00002664,CU00000144,2025-07-19,Email,Card issue,63.53,4
IN00002665,CU00002663,2024-10-31,Chat,Digital help,9.29,5
IN00002666,CU00004332,2026-04-21,Call Centre,Digital help,13.54,1
IN00002667,CU00003126,2026-05-18,Chat,KYC,3.54,3
IN00002668,CU00000776,2025-04-16,Call Centre,Loan enquiry,9.02,5
IN00002669,CU00000688,2025-03-23,Email,Card issue,22.33,4
IN00002670,CU00003858,2025-01-23,Call Centre,Digital help,1.24,4
IN00002671,CU00003956,2025-10-01,Email,Complaint,31.64,4
IN00002672,CU00001794,2026-06-20,Call Centre,Complaint,6.06,4
IN00002673,CU00000787,2025-06-14,Branch,KYC,18.94,5
IN00002674,CU00004510,2025-10-11,Call Centre,Service request,27.53,4
IN00002675,CU00004277,2024-10-11,Email,KYC,8.3,2
IN00002676,CU00003944,2026-07-11,Email,Digital help,10.72,5
IN00002677,CU00003875,2025-02-18,App,KYC,29.71,5
IN00002678,CU00001361,2025-01-25,App,Digital help,2.81,4
IN00002679,CU00001731,2025-08-27,App,Card issue,19.64,4
IN00002680,CU00002127,2024-10-05,Call Centre,KYC,2.59,3
IN00002681,CU00003547,2026-02-28,Branch,Service request,38.26,3
IN00002682,CU00001935,2026-08-30,Email,Loan enquiry,30.37,3
IN00002683,CU00004744,2025-06-13,App,Complaint,37.33,3
IN00002684,CU00004060,2025-07-10,Branch,Card issue,4.62,4
IN00002685,CU00000749,2024-09-03,Email,Complaint,19.49,5
IN00002686,CU00003335,2025-02-09,Branch,Loan enquiry,6.28,4
IN00002687,CU00004550,2024-11-29,Branch,Loan enquiry,11.39,5
IN00002688,CU00003809,2026-04-18,Branch,Complaint,4.64,4
IN00002689,CU00001359,2026-05-07,Chat,Loan enquiry,22.33,5
IN00002690,CU00002719,2025-06-15,Chat,Digital help,27.02,3
IN00002691,CU00002578,2026-03-05,App,Loan enquiry,16.69,5
IN00002692,CU00001008,2026-08-14,Branch,Card issue,35.69,5
IN00002693,CU00002996,2025-03-26,Call Centre,KYC,18.28,2
IN00002694,CU00001728,2025-03-19,Branch,Card issue,10.4,5
IN00002695,CU00004130,2024-12-04,Email,Digital help,11.72,1
IN00002696,CU00003657,2026-05-30,Chat,Loan enquiry,21.21,3
IN00002697,CU00001300,2025-02-19,Call Centre,Card issue,4.95,1
IN00002698,CU00002557,2025-10-14,Email,Loan enquiry,9.42,4
IN00002699,CU00002097,2025-09-06,Chat,KYC,27.84,4
IN00002700,CU00002482,2025-05-28,App,Digital help,5.23,4
IN00002701,CU00001462,2024-09-19,Branch,Service request,3.98,5
IN00002702,CU00002626,2026-05-20,App,Digital help,7.34,5
IN00002703,CU00002508,2024-09-27,App,Service request,20.0,5
IN00002704,CU00000943,2025-08-18,App,Digital help,25.45,4
IN00002705,CU00001485,2024-12-19,Branch,KYC,9.1,4
IN00002706,CU00004120,2026-05-01,App,Service request,41.71,5
IN00002707,CU00002222,2026-01-22,App,KYC,2.89,4
IN00002708,CU00002525,2025-07-15,Chat,KYC,25.0,5
IN00002709,CU00002251,2025-07-28,Chat,Loan enquiry,10.36,3
IN00002710,CU00003488,2026-03-10,Branch,Card issue,19.4,4
IN00002711,CU00001021,2026-07-06,Branch,Complaint,2.47,3
IN00002712,CU00002375,2026-07-30,Call Centre,Card issue,51.91,2
IN00002713,CU00000680,2026-05-19,Call Centre,Loan enquiry,2.51,3
IN00002714,CU00002445,2026-05-19,App,KYC,67.4,4
IN00002715,CU00002435,2025-11-24,Call Centre,Card issue,8.2,4
IN00002716,CU00003479,2024-10-05,Email,Loan enquiry,68.28,4
IN00002717,CU00001216,2026-02-02,Chat,Card issue,29.66,5
IN00002718,CU00001696,2025-10-19,Call Centre,Complaint,8.83,5
IN00002719,CU00001840,2025-11-25,Chat,Card issue,13.09,4
IN00002720,CU00001600,2026-05-11,Branch,KYC,53.44,4
IN00002721,CU00003012,2026-02-14,Chat,Service request,6.24,4
IN00002722,CU00000064,2026-08-22,Call Centre,Complaint,7.5,5
IN00002723,CU00004936,2026-08-17,Email,Complaint,16.62,4
IN00002724,CU00001516,2025-04-29,App,Service request,22.62,5
IN00002725,CU00002266,2025-08-22,Chat,KYC,25.11,4
IN00002726,CU00002036,2026-01-02,Call Centre,Complaint,15.99,4
IN00002727,CU00003750,2025-12-13,Call Centre,Service request,7.64,5
IN00002728,CU00003308,2024-10-21,Call Centre,Complaint,25.26,5
IN00002729,CU00001803,2025-05-21,Email,Digital help,12.28,3
IN00002730,CU00004740,2025-07-29,App,KYC,0.73,4
IN00002731,CU00002216,2024-09-15,Email,Loan enquiry,14.15,5
IN00002732,CU00001191,2025-07-01,Chat,Complaint,12.98,3
IN00002733,CU00003799,2025-08-21,App,Service request,31.01,4
IN00002734,CU00003058,2026-08-13,Chat,Digital help,17.11,5
IN00002735,CU00003093,2025-06-04,App,Service request,35.68,5
IN00002736,CU00004208,2025-03-13,Branch,KYC,20.97,4
IN00002737,CU00000856,2025-08-24,Call Centre,Service request,6.45,4
IN00002738,CU00000351,2026-05-27,Email,Card issue,37.91,4
IN00002739,CU00002546,2025-12-04,Branch,Complaint,4.04,5
IN00002740,CU00003774,2024-11-14,Email,Card issue,19.44,4
IN00002741,CU00002318,2025-08-11,Call Centre,Digital help,37.94,4
IN00002742,CU00001085,2024-10-18,App,Card issue,17.83,5
IN00002743,CU00003267,2025-09-30,App,Digital help,4.91,5
IN00002744,CU00004503,2026-06-26,App,KYC,22.13,4
IN00002745,CU00004480,2025-11-18,Email,Complaint,15.39,3
IN00002746,CU00002693,2026-02-25,App,Loan enquiry,8.28,5
IN00002747,CU00003116,2025-12-08,Email,KYC,10.56,2
IN00002748,CU00001596,2026-02-28,Call Centre,Service request,17.63,4
IN00002749,CU00003604,2026-05-17,Call Centre,Card issue,17.08,5
IN00002750,CU00003634,2025-04-26,Call Centre,Service request,13.28,1
IN00002751,CU00002244,2025-03-02,App,Digital help,6.35,3
IN00002752,CU00004017,2025-10-08,App,Complaint,20.21,5
IN00002753,CU00003021,2025-06-26,Email,Loan enquiry,21.58,4
IN00002754,CU00002167,2026-02-28,App,Card issue,27.46,2
IN00002755,CU00000575,2026-05-20,Branch,Card issue,23.31,4
IN00002756,CU00003371,2025-03-25,Chat,Digital help,18.21,4
IN00002757,CU00004267,2025-12-25,Branch,Digital help,4.98,4
IN00002758,CU00004321,2026-03-18,Call Centre,Card issue,5.78,4
IN00002759,CU00003229,2026-04-05,Branch,Loan enquiry,24.06,5
IN00002760,CU00001982,2024-11-04,Branch,Card issue,24.25,1
IN00002761,CU00004515,2025-08-27,Chat,Digital help,15.98,4
IN00002762,CU00003964,2025-01-14,Email,Loan enquiry,13.07,4
IN00002763,CU00000949,2025-05-23,Chat,Loan enquiry,22.52,5
IN00002764,CU00000950,2026-03-07,Call Centre,Complaint,7.38,4
IN00002765,CU00003996,2026-03-16,Chat,Loan enquiry,12.55,3
IN00002766,CU00000986,2026-02-20,Call Centre,Loan enquiry,9.62,4
IN00002767,CU00003929,2025-05-01,Call Centre,Digital help,19.44,5
IN00002768,CU00001652,2025-11-17,Chat,Service request,17.87,5
IN00002769,CU00000845,2026-04-04,Call Centre,Loan enquiry,16.82,5
IN00002770,CU00001504,2026-08-15,Chat,Complaint,21.39,5
IN00002771,CU00000029,2025-01-02,Call Centre,Card issue,29.93,3
IN00002772,CU00001668,2025-01-23,Chat,Digital help,8.79,4
IN00002773,CU00000476,2024-12-22,Branch,Card issue,18.2,5
IN00002774,CU00002347,2026-07-23,Branch,Service request,15.6,1
IN00002775,CU00000505,2025-06-20,Chat,Complaint,18.26,5
IN00002776,CU00004070,2025-02-19,Branch,Card issue,16.8,4
IN00002777,CU00003244,2026-03-09,App,Service request,13.99,5
IN00002778,CU00002571,2025-08-30,Chat,Digital help,3.11,4
IN00002779,CU00002283,2025-11-22,Branch,Digital help,13.22,4
IN00002780,CU00004126,2025-07-26,Chat,Card issue,7.27,2
IN00002781,CU00000004,2024-12-13,App,Complaint,16.72,5
IN00002782,CU00001917,2025-07-11,App,Loan enquiry,28.19,3
IN00002783,CU00003622,2026-08-01,Call Centre,Complaint,3.83,4
IN00002784,CU00000611,2026-05-07,App,Complaint,13.77,3
IN00002785,CU00004642,2025-11-27,Chat,Digital help,63.05,3
IN00002786,CU00002263,2025-10-03,Chat,Service request,3.01,4
IN00002787,CU00000373,2024-10-06,Call Centre,Complaint,11.21,2
IN00002788,CU00000021,2025-02-14,Call Centre,Loan enquiry,1.48,3
IN00002789,CU00004630,2024-11-02,Branch,KYC,11.02,3
IN00002790,CU00002876,2025-03-16,Branch,Loan enquiry,8.74,5
IN00002791,CU00000705,2025-09-06,Email,Service request,12.52,5
IN00002792,CU00004213,2025-01-05,Chat,KYC,5.87,4
IN00002793,CU00000500,2026-05-15,Chat,Loan enquiry,27.39,5
IN00002794,CU00000772,2025-12-12,Call Centre,Loan enquiry,6.35,5
IN00002795,CU00002896,2025-04-03,Call Centre,Service request,6.78,1
IN00002796,CU00004557,2025-10-20,Chat,Service request,19.43,4
IN00002797,CU00003173,2025-01-07,App,Card issue,7.55,2
IN00002798,CU00004008,2026-02-28,App,Card issue,33.75,5
IN00002799,CU00002680,2026-03-01,Branch,Service request,21.54,4
IN00002800,CU00004441,2024-11-22,Call Centre,Card issue,12.2,5
IN00002801,CU00004488,2025-10-26,Chat,Service request,52.74,5
IN00002802,CU00001277,2026-03-03,App,Digital help,23.24,5
IN00002803,CU00002164,2025-02-28,Email,KYC,25.38,5
IN00002804,CU00003138,2025-05-18,App,Complaint,26.08,4
IN00002805,CU00001201,2025-11-24,Email,Service request,14.55,4
IN00002806,CU00001063,2025-08-23,App,Digital help,8.46,3
IN00002807,CU00000829,2025-10-10,App,Digital help,27.93,4
IN00002808,CU00002055,2026-03-13,Chat,Card issue,23.11,4
IN00002809,CU00003529,2025-08-28,Branch,Card issue,7.97,2
IN00002810,CU00001787,2026-01-19,Chat,Card issue,18.06,1
IN00002811,CU00001944,2025-02-16,Branch,Loan enquiry,3.86,3
IN00002812,CU00003317,2025-02-18,Branch,Complaint,43.86,2
IN00002813,CU00004219,2025-09-28,Branch,Digital help,16.79,5
IN00002814,CU00001957,2025-08-20,App,Service request,22.38,5
IN00002815,CU00000152,2025-11-09,Email,Card issue,58.91,5
IN00002816,CU00003679,2025-12-15,App,Digital help,21.19,4
IN00002817,CU00001911,2025-11-18,Call Centre,Loan enquiry,0.56,4
IN00002818,CU00003208,2025-07-24,Branch,Loan enquiry,29.86,5
IN00002819,CU00000925,2025-10-12,Call Centre,Complaint,16.4,5
IN00002820,CU00003282,2025-05-29,Chat,Loan enquiry,15.51,1
IN00002821,CU00004256,2025-12-16,Chat,Service request,7.66,4
IN00002822,CU00003854,2024-12-05,Branch,KYC,25.95,5
IN00002823,CU00004883,2024-09-15,Chat,Service request,37.88,4
IN00002824,CU00003814,2026-01-26,Call Centre,Service request,18.13,5
IN00002825,CU00001550,2024-10-26,App,Service request,15.43,4
IN00002826,CU00003858,2026-08-31,App,Service request,6.91,3
IN00002827,CU00000220,2025-08-07,App,Digital help,12.39,4
IN00002828,CU00004541,2025-12-12,Chat,Complaint,3.1,4
IN00002829,CU00000683,2026-04-27,App,Card issue,31.73,4
IN00002830,CU00000668,2025-04-11,Chat,Loan enquiry,11.87,5
IN00002831,CU00002631,2025-06-15,App,Complaint,25.17,5
IN00002832,CU00004061,2026-04-13,Branch,Card issue,6.53,5
IN00002833,CU00002786,2025-07-21,Call Centre,Digital help,2.01,3
IN00002834,CU00001820,2026-06-02,Call Centre,Loan enquiry,21.22,4
IN00002835,CU00001192,2025-04-16,Email,KYC,23.06,5
IN00002836,CU00002527,2025-12-07,App,Complaint,7.59,4
IN00002837,CU00000605,2024-12-01,Email,Loan enquiry,20.65,5
IN00002838,CU00000794,2025-09-29,Email,Digital help,13.76,3
IN00002839,CU00003931,2024-10-05,Email,Card issue,2.48,2
IN00002840,CU00003391,2026-02-15,Email,Complaint,16.31,3
IN00002841,CU00001985,2026-04-06,Chat,Loan enquiry,8.7,2
IN00002842,CU00000343,2026-04-22,Email,Loan enquiry,6.05,2
IN00002843,CU00004979,2025-09-09,App,Complaint,6.01,4
IN00002844,CU00003836,2025-02-11,Chat,Complaint,5.71,5
IN00002845,CU00000544,2025-04-01,App,Loan enquiry,8.87,5
IN00002846,CU00000314,2025-09-08,Chat,Service request,8.12,5
IN00002847,CU00003186,2026-01-11,Email,Digital help,12.19,1
IN00002848,CU00000384,2024-11-03,App,Service request,25.0,5
IN00002849,CU00003139,2025-03-11,Chat,Loan enquiry,18.37,2
IN00002850,CU00004812,2026-08-12,Branch,Card issue,10.98,4
IN00002851,CU00001142,2026-05-30,App,Complaint,11.06,3
IN00002852,CU00004327,2024-09-08,Chat,Service request,13.13,5
IN00002853,CU00001525,2025-10-18,Call Centre,Complaint,13.26,4
IN00002854,CU00003906,2026-02-21,App,Service request,43.01,4
IN00002855,CU00004146,2025-11-27,Chat,Digital help,24.73,4
IN00002856,CU00004217,2026-03-31,Call Centre,Service request,22.91,2
IN00002857,CU00002944,2025-08-19,App,Service request,16.77,1
IN00002858,CU00000542,2025-11-10,Branch,KYC,11.77,3
IN00002859,CU00000731,2025-12-27,Email,Card issue,6.63,5
IN00002860,CU00003391,2025-07-15,App,Card issue,17.66,3
IN00002861,CU00003500,2026-04-23,Chat,KYC,34.18,4
IN00002862,CU00003511,2025-01-10,Call Centre,KYC,17.98,4
IN00002863,CU00004830,2024-09-27,Call Centre,Card issue,22.28,2
IN00002864,CU00003677,2025-08-21,App,Service request,2.63,4
IN00002865,CU00003792,2026-04-06,Branch,Service request,29.48,5
IN00002866,CU00003476,2026-07-20,Branch,Complaint,8.43,5
IN00002867,CU00001655,2025-04-27,Email,Loan enquiry,11.39,5
IN00002868,CU00004376,2024-12-22,Call Centre,KYC,27.1,3
IN00002869,CU00004344,2025-10-03,Chat,Complaint,10.74,5
IN00002870,CU00002519,2025-03-10,App,Card issue,11.85,4
IN00002871,CU00002236,2024-09-25,Call Centre,Card issue,13.22,5
IN00002872,CU00002086,2024-09-29,Branch,Service request,17.32,5
IN00002873,CU00004784,2026-01-16,Call Centre,Complaint,4.75,5
IN00002874,CU00001881,2025-03-23,Chat,Service request,7.62,4
IN00002875,CU00001271,2025-02-14,Call Centre,Service request,44.47,4
IN00002876,CU00002546,2025-05-11,Chat,Service request,34.36,3
IN00002877,CU00004742,2025-06-02,Call Centre,Card issue,6.71,3
IN00002878,CU00000624,2025-03-09,Call Centre,KYC,8.1,3
IN00002879,CU00004234,2025-08-02,Call Centre,Loan enquiry,12.65,4
IN00002880,CU00000676,2024-09-04,App,KYC,5.71,3
IN00002881,CU00004877,2025-09-17,Email,Loan enquiry,14.14,3
IN00002882,CU00004263,2025-09-07,Call Centre,Service request,13.49,4
IN00002883,CU00000003,2024-11-20,Email,Loan enquiry,35.99,4
IN00002884,CU00002283,2024-09-16,Call Centre,Digital help,50.88,5
IN00002885,CU00003851,2024-11-08,App,KYC,19.47,3
IN00002886,CU00002403,2026-08-10,Branch,Digital help,3.26,4
IN00002887,CU00003814,2025-11-09,Call Centre,Complaint,14.13,4
IN00002888,CU00000261,2026-04-02,Email,Card issue,17.66,3
IN00002889,CU00002142,2026-08-22,Call Centre,Digital help,2.46,3
IN00002890,CU00000720,2025-06-26,Chat,Card issue,2.01,5
IN00002891,CU00000746,2026-07-29,Call Centre,Complaint,28.88,4
IN00002892,CU00001412,2025-03-25,App,Loan enquiry,6.17,5
IN00002893,CU00003950,2025-11-11,App,Loan enquiry,11.28,5
IN00002894,CU00003556,2025-08-14,Call Centre,Service request,58.97,5
IN00002895,CU00001088,2025-10-23,Call Centre,Card issue,15.84,4
IN00002896,CU00003779,2025-11-26,Call Centre,Loan enquiry,12.81,3
IN00002897,CU00001127,2025-03-15,Chat,Card issue,15.75,4
IN00002898,CU00001098,2026-07-21,App,Loan enquiry,26.17,4
IN00002899,CU00002475,2026-05-12,App,Digital help,14.56,4
IN00002900,CU00004748,2025-11-09,App,Loan enquiry,26.52,5
IN00002901,CU00000082,2024-09-24,Email,Complaint,20.66,3
IN00002902,CU00003202,2026-07-30,Call Centre,Loan enquiry,6.01,4
